-258.448726712712	1053.09997558594
-257.091741223603	1055.40002441406
-255.735042246339	1054.80004882813
-254.378629732898	1055.40002441406
-253.022503635267	1055.5
-251.666663905436	1055.19995117188
-250.311110495418	1054.90002441406
-248.955843357208	1054.59997558594
-247.600862442827	1055.19995117188
-246.246167704296	1054.80004882813
-244.891759093644	1053.09997558594
-243.537636562898	1055.30004882813
-242.183800064113	1053
-240.830249549322	1053.80004882813
-239.47698497059	1055.30004882813
-238.124006279973	1056.09997558594
-236.771313429539	1056
-235.418906371369	1054.59997558594
-234.066785057537	1056.69995117188
-232.714949440133	1054.09997558594
-231.363399471251	1057.30004882813
-230.012135103	1054.90002441406
-228.661156287473	1052.69995117188
-227.310462976799	1054.80004882813
-225.960055123092	1053.5
-224.609932678484	1054.90002441406
-223.260095595105	1055.19995117188
-221.910543825097	1053.90002441406
-220.561277320611	1054.80004882813
-219.212296033802	1055.59997558594
-217.863599916831	1053.59997558594
-216.51518892186	1055.40002441406
-215.167063001073	1054.5
-213.819222106641	1054.59997558594
-212.47166619076	1055.19995117188
-211.124395205623	1053.30004882813
-209.77740910343	1054.90002441406
-208.430707836388	1055.19995117188
-207.084291356714	1054.19995117188
-205.738159616624	1053.5
-204.392312568352	1054.90002441406
-203.046750164127	1055.30004882813
-201.701472356197	1055.09997558594
-200.356479096804	1056
-199.011770338203	1055.40002441406
-197.667346032652	1055.5
-196.323206132426	1055.80004882813
-194.979350589796	1054.19995117188
-193.635779357042	1054.90002441406
-192.292492386452	1055.30004882813
-190.949489630321	1056.5
-189.606771040944	1054.69995117188
-188.264336570637	1053.90002441406
-186.922186171705	1054.69995117188
-185.580319796478	1053.59997558594
-184.238737397278	1054.5
-182.897438926435	1054.80004882813
-181.556424336297	1055.40002441406
-180.215693579207	1055.40002441406
-178.875246607522	1054.40002441406
-177.535083373594	1055.80004882813
-176.195203829803	1054.90002441406
-174.855607928508	1053.80004882813
-173.516295622094	1054.69995117188
-172.177266862956	1054.5
-170.838521603474	1054.40002441406
-169.500059796061	1055.90002441406
-168.161881393113	1054.80004882813
-166.823986347046	1054.90002441406
